customerName,phone,city,country,jobTitle,paymentDate,amount,productName,productVendor,buyPrice,amount
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The USS Constitution Ship","Red Start Diecast",33.97,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The USS Constitution Ship","Red Start Diecast",33.97,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The USS Constitution Ship","Red Start Diecast",33.97,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The USS Constitution Ship","Red Start Diecast",33.97,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The USS Constitution Ship","Red Start Diecast",33.97,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The USS Constitution Ship","Red Start Diecast",33.97,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The USS Constitution Ship","Red Start Diecast",33.97,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The USS Constitution Ship","Red Start Diecast",33.97,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The USS Constitution Ship","Red Start Diecast",33.97,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The USS Constitution Ship","Red Start Diecast",33.97,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The USS Constitution Ship","Red Start Diecast",33.97,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The USS Constitution Ship","Red Start Diecast",33.97,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The USS Constitution Ship","Red Start Diecast",33.97,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The USS Constitution Ship","Red Start Diecast",33.97,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The USS Constitution Ship","Red Start Diecast",33.97,6066.78
"Atelier graphique",40.32.2555,Nantes,France,President,2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"VP Sales",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"VP Marketing",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Manager (APAC)",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sale Manager (EMEA)",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Manager (NA)",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"America West Airlines B757-200","Motor City Art Classics",68.80,6066.78
"Atelier graphique",40.32.2555,Nantes,France,President,2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"VP Sales",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"VP Marketing",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Manager (APAC)",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sale Manager (EMEA)",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Manager (NA)",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"HMS Bounty","Unimax Art Galleries",39.83,6066.78
"Atelier graphique",40.32.2555,Nantes,France,President,2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"VP Sales",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"VP Marketing",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Manager (APAC)",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sale Manager (EMEA)",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Manager (NA)",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Mayflower","Studio M Art Models",43.30,6066.78
"Atelier graphique",40.32.2555,Nantes,France,President,2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"VP Sales",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"VP Marketing",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Manager (APAC)",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sale Manager (EMEA)",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Manager (NA)",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"American Airlines: B767-300","Min Lin Diecast",51.15,6066.78
"Atelier graphique",40.32.2555,Nantes,France,President,2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"VP Sales",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"VP Marketing",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Manager (APAC)",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sale Manager (EMEA)",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Manager (NA)",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"The Schooner Bluenose","Autoart Studio Design",34.00,6066.78
"Atelier graphique",40.32.2555,Nantes,France,President,2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"VP Sales",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"VP Marketing",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Manager (APAC)",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sale Manager (EMEA)",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Manager (NA)",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"2002 Yamaha YZR M1","Autoart Studio Design",34.17,6066.78
"Atelier graphique",40.32.2555,Nantes,France,President,2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"VP Sales",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"VP Marketing",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Manager (APAC)",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sale Manager (EMEA)",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Manager (NA)",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
"Atelier graphique",40.32.2555,Nantes,France,"Sales Rep",2004-10-19,6066.78,"1962 City of Detroit Streetcar","Classic Metal Creations",37.49,6066.78
